,Genre,Detector,Metric,Value,CI Lower,CI Upper,True Positives,False Positives,Total Detected as AI,False Negatives,Total AI
0,amazon review,gptzero,Precision,0.9846938775510204,0.9559725478180302,0.9947811202207711,193,3.0,196.0,,
1,amazon review,gptzero,Recall,0.9747474747474747,0.9422576306224986,0.9891664737138152,193,,,5.0,198.0
2,amazon review,originality,Precision,0.8387096774193549,0.7727372786484955,0.8882992087998334,130,25.0,155.0,,
3,amazon review,originality,Recall,1.0,0.9712984388055687,1.0000000000000002,130,,,0.0,130.0
4,amazon review,pengram,Precision,0.9523809523809523,0.914577132446397,0.973931583533299,200,10.0,210.0,,
5,amazon review,pengram,Recall,1.0,0.9811546736227333,1.0,200,,,0.0,200.0
6,amazon review,roberta-base-detector,Precision,0.5714285714285714,0.2504583645276572,0.8417801447485304,4,3.0,7.0,,
7,amazon review,roberta-base-detector,Recall,0.02,0.007804426416349469,0.05028708690582644,4,,,196.0,200.0
8,blog,gptzero,Precision,0.9800995024875622,0.9499575439096811,0.992234535326293,197,4.0,201.0,,
9,blog,gptzero,Recall,0.9899497487437185,0.9641024146426398,0.9972395177893005,197,,,2.0,199.0
10,blog,originality,Precision,1.0,0.9731068357015575,1.0,139,0.0,139.0,,
11,blog,originality,Recall,1.0,0.9731068357015575,1.0,139,,,0.0,139.0
12,blog,pengram,Precision,0.970873786407767,0.9379232370396322,0.98658425109106,200,6.0,206.0,,
13,blog,pengram,Recall,1.0,0.9811546736227333,1.0,200,,,0.0,200.0
14,blog,roberta-base-detector,Precision,0.2857142857142857,0.0822189240040568,0.6410655481673808,2,5.0,7.0,,
15,blog,roberta-base-detector,Recall,0.01,0.0027466581335444384,0.0357217617161768,2,,,198.0,200.0
16,news,gptzero,Precision,0.9966666666666667,0.9813633063054688,0.9994113422781489,299,1.0,300.0,,
17,news,gptzero,Recall,0.9966666666666667,0.9813633063054688,0.9994113422781489,299,,,1.0,300.0
18,news,originality,Precision,0.8712574850299402,0.8310744747477578,0.9029976573869295,291,43.0,334.0,,
19,news,originality,Recall,1.0,0.9869711036023928,0.9999999999999998,291,,,0.0,291.0
20,news,pengram,Precision,0.8595988538681948,0.8192243936841014,0.8921432580621531,300,49.0,349.0,,
21,news,pengram,Recall,1.0,0.9873570287754537,0.9999999999999998,300,,,0.0,300.0
22,news,roberta-base-detector,Precision,0.15789473684210525,0.05520471638534143,0.37565475270329074,3,16.0,19.0,,
23,news,roberta-base-detector,Recall,0.01,0.003406618437715286,0.02898349336233983,3,,,297.0,300.0
24,novel,gptzero,Precision,1.0,0.9961230338249407,1.0,987,0.0,987.0,,
25,novel,gptzero,Recall,0.996969696969697,0.991128656644512,0.9989688999291771,987,,,3.0,990.0
26,novel,originality,Precision,0.9989969909729187,0.9943405300630661,0.9998229223307057,996,1.0,997.0,,
27,novel,originality,Recall,1.0,0.9961579320533225,0.9999999999999998,996,,,0.0,996.0
28,novel,pengram,Precision,0.9624277456647399,0.9490505937001055,0.9723947873338438,999,39.0,1038.0,,
29,novel,pengram,Recall,1.0,0.9961694255987266,0.9999999999999998,999,,,0.0,999.0
30,novel,roberta-base-detector,Precision,0.0,0.0,0.05500255701354129,0,66.0,66.0,,
31,novel,roberta-base-detector,Recall,0.0,2.1601063852437764e-19,0.003826758485555124,0,,,1000.0,1000.0
32,restaurant review,gptzero,Precision,0.98,0.9497129130941735,0.9921955735836506,196,4.0,200.0,,
33,restaurant review,gptzero,Recall,0.98,0.9497129130941735,0.9921955735836506,196,,,4.0,200.0
34,restaurant review,originality,Precision,0.8846153846153846,0.8249883550868361,0.9257555438074601,138,18.0,156.0,,
35,restaurant review,originality,Recall,1.0,0.972917235534427,1.0000000000000002,138,,,0.0,138.0
36,restaurant review,pengram,Precision,0.9900990099009901,0.9646247688472048,0.9972805787653733,200,2.0,202.0,,
37,restaurant review,pengram,Recall,1.0,0.9811546736227333,1.0,200,,,0.0,200.0
38,restaurant review,roberta-base-detector,Precision,0.5,0.27999563610326017,0.7200043638967398,8,8.0,16.0,,
39,restaurant review,roberta-base-detector,Recall,0.04,0.020405632066152306,0.07693206820093293,8,,,192.0,200.0
40,resume,gptzero,Precision,1.0,0.9810617669433649,0.9999999999999998,199,0.0,199.0,,
41,resume,gptzero,Recall,0.995,0.9722262956021069,0.9991168312843989,199,,,1.0,200.0
42,resume,originality,Precision,0.970873786407767,0.9379232370396322,0.98658425109106,200,6.0,206.0,,
43,resume,originality,Recall,1.0,0.9811546736227333,1.0,200,,,0.0,200.0
44,resume,pengram,Precision,1.0,0.9811546736227333,1.0,200,0.0,200.0,,
45,resume,pengram,Recall,1.0,0.9811546736227333,1.0,200,,,0.0,200.0
46,resume,roberta-base-detector,Precision,0.0625,0.011119344764642517,0.2832873757029894,1,15.0,16.0,,
47,resume,roberta-base-detector,Recall,0.005,0.0008831687156009805,0.02777370439789293,1,,,199.0,200.0
